sourceFile,CZ1,CZ2,CZ3,CZ4,CZ5,CZ6,CZ7,CZ8,CZ9,CZ10,CZ11
8361ec767c688a985dadc5cc9d256dc2.csv,0.6,1.8,1.9,1.9,1.9,1.9,2,0.6,1.9,1.9,2
836860aa5894599966e445897902365d.csv,1.7,1.5,2,2,1.9,2,1.8,0.7,1.8,2,2
83741db40deaaea5f41147fee885d4bf.csv,1.9,1.4,1.9,2,1.9,1.5,2,0.7,2,2,1.2
837bf9b23e66cd698986bb5cc28c5fdb.csv,2,1.5,2,2,1.9,1.5,1.7,0.8,2,1.9,2
838465cae2ef64989aab8f6fbe0bc32c.csv,2,1.9,1.9,1.9,1.9,1.3,2,0.6,2,1.9,2
839855fc9d769e39f56030cfb9248037.csv,2,1.5,1.9,2,2,2,1.9,0.6,1.5,1.9,2
839f0c3577eab5b4d25879ef6677aba8.csv,2,0.8,2,2,1.9,2,1.9,0.6,1.9,1.9,1.9
83a52de7f414a668059efce4b1468bc5.csv,2,1.9,1,1,1.5,1,2,0.8,2,2,2
83a65ea438cb69e4c65da082c3f60073.csv,1.9,1.5,2,2,1.6,2,1.9,0.7,1.9,1.9,1.9
83aa02b9f952e58966e7aa8e41e66926.csv,1.9,1.5,1.9,1.8,1.9,2,1.9,0.7,2,2,1.9
83acf8b5da17471ddab55a249f51b604.csv,2,1.9,2,1.9,2,1.9,2,0.8,2,1.9,1.7
83b1d3174a8f2b648fa098cb2291290e.csv,1.9,1.5,2,2,1.9,1.8,1.9,0.7,2,1.9,1.4
83b53a86411decbc3619f991dd72bd00.csv,2,1.5,1.9,2,2,1.6,1.3,0.8,2,2,2
83c27522b1c7590262ffff839deb5981.csv,2,1.9,2,1.9,1.9,1.9,1.9,0.6,2,0.6,2
83c420a30c7c6b7de476c4debec587fc.csv,2,1.9,1.9,2,1.9,2,2,0.7,2,1.9,2
83c971b6e3a8523541c8243c13b62a1d.csv,2,1.9,0.5,2,2,1.9,1.9,0.8,1.9,1.9,1.8
83c9894185628c59a120ad778f34c320.csv,2,1.5,2,1.9,1.9,1.5,2,0.8,1.1,1.9,2
83cdf7fbd1b0a6aff8e799837ff4c53f.csv,1.9,1.9,1.9,2,2,1.8,1.9,0.6,2,2,1.6
83cec068991f760924ab096e6cf39e85.csv,1.9,1.9,2,1.9,1.9,1.7,2,0.7,2,1.9,1.9
83df9a7d061cd4587e0b96bfe72db437.csv,1.9,1.9,2,2,2,0.7,2,0.6,2,2,2
83efaeb3f70c47c366a4394d521675ea.csv,2,0.8,2,1.9,2,2,1.9,0.6,2,1.9,2
83efd50ea204253755460d161da6a38e.csv,1.9,1.9,2,2,1.9,2,1.9,0.8,1.4,2,1.7
83fc6c1c775c288473822bf0e73c99fc.csv,2,1.5,2,2,1.9,2,1.8,0.7,1.8,2,1.3
8414f699ec7fdd9b66fd28b87eb0aed3.csv,2,1.5,2,2,2,2,1.4,0.7,1.9,1.9,1.9
84151fbc97ac23a00bdc782714315880.csv,1.9,1.5,1.9,1.1,1.9,2,1.9,0.7,2,2,1.9
8416619468384576c144028da20c8424.csv,1.9,1.9,2,2,2,1.8,1.9,0.6,2,1.5,1.9
842a256f04577fd0d97e85e41bb27814.csv,1.9,1.9,1.9,2,2,2,2,0.7,2,2,2
842ac52e18c82180b2da6a9665eae241.csv,2,0.9,1.9,2,2,2,1.9,0.6,2,1.9,2
842d680d633a348d6cdccfa478355521.csv,1.9,1.5,2,1.9,1.5,1.9,2,0.6,1.9,2,1.9
842ee68217fe82d01a64d5d4682e6b47.csv,2,1.4,1.9,2,2,1.5,1.9,0.7,2,2,1.9
84355e3742154c7502548ea97a9c1480.csv,2,1.5,2,1.9,0.8,1.9,1.9,0.6,1.9,2,2
843712663a4fdc9554c95d4be54ffff3.csv,1.6,1.9,2,2,2,1.9,2,0.6,2,2,2
843a459682d0c79ed887acec5d4cafab.csv,2,1.5,1.9,1.9,1.9,1.9,2,0.5,2,1.9,2
843cc01e137930c41817750c2a4c00c7.csv,2,0.5,1,1,2,1,2,0.8,2,2,2
843df7f726572401b932649b7aa76cef.csv,2,1.9,1.9,2,1.7,1.9,1.9,0.7,1.9,2,1.9
844373b9086a550e148b7346770251e9.csv,2,1.5,1,2,1.9,1.9,2,0.7,2,2,1.9
844b37e145341562e4dcb8a02bf59feb.csv,2,1.9,0.6,2,2,1.9,2,0.5,2,2,2
84541aceb137b591fcf3a51cd03d4843.csv,2,1.5,1,1,2,1,2,0.9,1.9,1,2
84643ec03a0df59108bf1035a4301904.csv,1.9,0.8,1.9,2,2,2,1.9,0.7,1.9,2,1.8
846470ce45139c2b22bc35a182af2a32.csv,1.9,1.9,1.4,1.9,1.9,1.9,1.9,0.5,1.9,1.9,2
846d9e78c680f4fbbca7f48ea82c7d8e.csv,2,1.5,1,1.4,2,1,2,0.8,1.9,1.9,2
84724faa97fddac821498c8b1eb5b2ab.csv,2,1.9,1.9,1.7,2,1.9,1.9,0.5,2,1.9,2
8475ec4fac76bbda271fce2d6668936b.csv,1.3,1.9,2,2,2,1.9,2,0.6,2,2,2
847804366f5df9e8587689fbe7791e75.csv,2,1.5,1.9,1.9,1.9,2,1.9,0.6,2,1.9,1.5
847ce8f3cc4fbd3c2e6856841fd57650.csv,2,1.5,2,1.5,1.9,1.4,2,0.8,2,2,2
8483a3808f782d7177970b82d3fc0339.csv,1.9,1.9,2,1.9,2,1.8,1.9,0.6,1.5,1.9,2
848f247b482f4dc4a8f1e074919ba249.csv,1.9,1.9,0.9,1.9,1.9,2,1.9,0.5,1.9,1.9,2
8490154194f546b35eb02297fb216e00.csv,1.9,1.5,2,1.9,2,1.2,2,0.9,1.1,2,1.8
8493e875556c8e9c55ffdefe9bb60992.csv,1.9,1.5,1.9,1.9,1.9,1.9,1.9,0.7,1.9,2,0.9
84947ce0fe7e1e39e1f9a0b0756bbb60.csv,2,1.5,1,1,2,1,2,0.8,1.9,0.9,2
84a3b448fb686e4fc37764b7f06b4b78.csv,2,1.9,1.9,1.9,1.9,1.9,1.9,0.5,1.5,1.9,2
84a5bd35c88f0fbbcaeb67287d6bcbd5.csv,2,1.9,2,2,1.9,0.6,1.9,0.7,2,1.9,1.9
84abda421573078d1fc47b90d8814fbe.csv,2,1.9,1.9,2,2,1.9,2,1.2,2,1.9,2
84b4b41dfc90591a2695f0d2a949888e.csv,1.7,1.5,1.9,1.9,2,2,2,0.7,1.9,2,1.9
84bd155c1886a84ab7fd62a544b91dcc.csv,0.6,1.9,2,2,2,1.9,1.9,0.8,1.9,1.9,1.8
84bdba64850de7068077a05de8144be0.csv,1.9,1.5,1.9,1.9,1.9,2,2,0.6,2,1.9,1.9
84bf167307f7035aa2d892b652cb9170.csv,2,1.5,2,2,1.9,1.5,2,0.8,1.9,2,0.8
84c0596108badeaa92b0095df94ca01c.csv,1.9,1.9,1.9,1.9,1.9,0.7,2,0.9,2,2,1.9
84c255e360e607bface4db4a4e7d6244.csv,2,1.5,1.9,2,1.9,1.9,2,0.6,0.5,1.9,1.9
84c9cb8dffded695d69d44bace102a9f.csv,1.9,1.8,2,1.9,2,1.9,1.6,0.7,1.9,1.9,2
84d180546127d370e79c3efa924677a4.csv,1.9,1.9,2,2,1.9,1.8,1.9,0.7,2,1.8,1.9
84d32be2165c0fd861a0b19e88582fa9.csv,2,1.9,1.9,2,1.9,1.9,2,0.6,2,2,1.5
84d87ae87eb9a9c22c03405470d91e60.csv,1.9,1.5,2,2,2,1.2,2,0.9,2,2,1.4
84eec42ecb29b68065b096423640948b.csv,2,1.5,2,1.6,1.9,2,1.9,0.8,2,2,1.8
84f52e23b66ce9af675af5c36246412d.csv,2,1.9,2,1,1.9,1.9,2,0.7,1.9,1.9,1.9
84f5f30e8b3fe012453dc8d0b9840847.csv,1.9,1.4,1.9,0.5,1.9,2,2,0.7,2,2,1.9
84f69baf17474bf8207da875b85c82f1.csv,2,1.9,2,2,2,1.5,1.9,0.8,1.2,2,1.9
84f99a05ca729d5319016d3cbcd17743.csv,1.9,0.7,1.9,2,1.9,1.9,2,0.5,1.9,1.9,2
84fab9b40700c4a5d9b0fa96f7cba1ea.csv,1.9,1.5,2,2,0.7,2,1.9,0.7,2,2,1.9
84fbbdb08ba778977bd6b6f4e86fad3a.csv,2,1.5,1.9,1.9,2,1.9,1.4,0.7,2,2,1.9
8517363d869a774de40c2f818e86ae0d.csv,1.9,1.5,2,1.9,2,1.2,2,0.9,1.6,2,1.8
