sourceFile,CZ1,CZ2,CZ3,CZ4,CZ5,CZ6,CZ7,CZ8,CZ9,CZ10,CZ11
e1aeec22fe4aa8798a9627b6a64b225c.csv,2,1.9,1.7,1.9,2,1.9,1.9,0.6,2,2,2
e1b4c0a8ba7f5e1932a71d2d910665b9.csv,1.2,1.9,1.9,1.9,1.9,2,1.9,0.5,1.9,2,2
e1b8fa77a998cf5ec7c8522abec29c67.csv,2,1.9,1.9,1.9,2,2,2,0.7,1.9,2,1.1
e1c216a2d3b0e6aafab35ce8e9031562.csv,1.8,1.9,1.9,2,1.9,1.9,1.9,0.5,2,1.9,2
e1c3078cd8eb6a02f9489209fe760644.csv,1.9,1.5,2,1.9,1.9,2,1.8,0.6,1.8,1.7,2
e1d3f33af0da57d4a1f6b05f0a656532.csv,2,1.5,0.7,2,1.9,1.9,2,0.7,2,2,1.9
e1d57dc48859f4789af5861cc4ecb001.csv,1.9,0.5,1.9,1.9,1.9,1.9,1.9,0.6,1.9,2,1.9
e1d79150c44b8672f4bb2c837fcaca65.csv,1.9,1.5,2,2,2,2,1.9,0.7,1.2,1.9,2
e1dd55c63913640b95fa63b6f4e2440e.csv,2,1.5,2,1.9,1.9,1,2,1.9,1.9,1.9,2
e1e0afbf471e1e72a212c840641c1e0a.csv,1.9,1.5,1.9,2,2,1.2,2,1.5,2,2,1.9
e1e214eb8c1cbd6667e846ea29dd8387.csv,2,1.5,1,1.9,1.9,1.9,2,0.8,1.9,1.9,1.8
e1ec3e08690b0d022ff2ab83fbd5b5d4.csv,1.8,1.9,2,2,2,1.9,1.9,0.7,1.9,2,1.8
e1f417ea97979611dd7f629dccbdcbc1.csv,1.9,1.9,1.9,2,2,2,2,1.9,2,2,1.9
e1f551aa1296edbb79c8e28f30c746db.csv,2,1.2,1.9,1.9,2,2,2,0.7,1.9,2,1.9
e1f7f95b6887ab33f71bacfc5e0b5cb7.csv,1.9,1.5,2,2,2,1.8,1.9,1.6,1.9,2,2
e2157c5b00885913ff3e04562e8afdbe.csv,1.9,1.9,0.6,1.9,2,1,1.9,0.9,1.9,2,1.9
e218ca76f424d6d6f527577656207ba7.csv,2,1.5,1.9,1.9,1.9,2,1.1,0.5,2,1.9,2
e21ceb137f8ac3c4d430c8ae40a57a36.csv,2,1.4,1.9,1.9,1.9,2,1.9,0.5,2,1.9,2
e222d640647fc4db04f82dc8bb16d881.csv,2,1.5,1.9,1.9,1.9,1.9,1.7,0.7,2,2,1.8
e2237fad921a5688d0f21640fe8f846f.csv,1.9,1.9,2,1.9,1.9,2,1.2,0.8,1.9,2,1.7
e2267ae4c71b87f020d5b47c8610bde7.csv,2,1.9,1.9,1.9,1.9,2,1.9,0.5,2,1.5,2
e228b69f391bcd129c7cf4c7b31a43a3.csv,1.9,1.5,2,2,2,1.1,2,1,2,1.3,1.8
e22b0fc2f1b13fc91bb5a98be9fce948.csv,1.9,1.5,1.9,1.9,2,2,2,0.7,1,2,1.9
e23ebb5c15e55e0a9bc14e987fd3935d.csv,2,1.4,2,1.9,2,2,1.9,0.6,2,1.9,2
e250b2c20d3678a2e4aca02916ba3ea9.csv,2,1.5,1.9,2,1.5,2,1.9,0.6,2,1.9,1.9
e250c366b0012d8eb5670c62b00fd905.csv,1.9,1.5,2,1.9,1.9,0.9,2,0.8,2,1.9,1.8
e251a8c6fd97bb0899720970eb9d6478.csv,2,1.9,1.9,2,1.2,2,2,0.7,1.9,2,1.8
e2526980e1fc3eabd7a7550677940ce7.csv,0.8,1.5,2,1.9,1.9,1.8,1.9,0.7,1.9,2,2
