sourceFile,CZ1,CZ2,CZ3,CZ4,CZ5,CZ6,CZ7,CZ8,CZ9,CZ10,CZ11
0e9f7f0e709ed1d7d510cf09569d15b6.csv,1.9,1.2,1.9,1.9,1.9,2,2,0.7,1.9,2,1.9
0e9fbb4ca1b8fafbfb91675124a5b04f.csv,2,1.5,2,0.6,2,1,2,0.8,2,2,2
0ea2c29c5bc90ead34de35d847d0b6fe.csv,1.9,1.4,1.9,2,1.9,1.5,2,0.7,2,2,0.6
0ea44bc406cb8d65e8428414816195be.csv,2,1.2,2,1.9,1.9,2,2,0.6,2,1.9,2
0ea7fc3d9e4c9f46747f6ad46eb61717.csv,1.9,1.5,2,2,2,1.2,2,0.9,1.1,2,1.8
0eb25729ca3bb4b2069092080a4204df.csv,1.9,1.5,1.9,2,1.9,1.9,2,0.6,1.9,1.9,0.6
0eb9c70d79c66da9eb172c086b72ed54.csv,2,1.5,1.9,2,1.9,1.5,1.9,1.6,2,1.9,2
0ec784915f48faa9582c9de9a0621e6d.csv,1.9,1.4,1.8,1.9,1.9,2,2,0.7,2,2,1.9
0ed083d191e50a8e6258d4f572580a35.csv,1.9,1.5,2,2,1.9,2,2,0.6,1.2,1.9,1.9
0ed2de3abe96880626bb1b5cd5a26658.csv,1.9,1.5,2,2,1.9,1.1,1.9,0.7,2,1.9,2
0ed364e34949404eb1a2c1a7e0dd71cb.csv,2,0.7,1.9,2,2,1.9,1.9,0.6,2,2,1.9
0edcc0bbae37184ea7946181802bbec1.csv,2,1.9,0.9,2,2,1.9,1.9,0.7,1.9,2,1.8
0eddf6e794e109121f3f975fb823bb71.csv,1.9,1.9,2,1.3,1.9,1.8,2,0.7,2,1.9,1.9
0ee5707f6cd4918bf10ac160976ab984.csv,2,1.5,2,2,1.9,1,2,1.9,2,1.9,2
0ee770ccb3d096528191d02f33af92e3.csv,0.6,1.9,1.9,2,2,1.5,1.9,0.8,2,2,1.9
0efcd1d352b52b5ab715f4e0f39adbd3.csv,2,1.9,1.9,1.9,1.9,2,1.9,0.5,1.4,2,2
0f02295b658b6c8b146de09647ad0788.csv,1.9,1.5,1.9,0.6,1.9,2,2,0.7,2,1.9,1.9
0f114c8f7ee81641efe6bf94e8513561.csv,2,1.9,2,1.9,1.9,1.9,1.9,0.6,2,1.1,2
0f35eb3607162b35b9396f29184acd79.csv,2,1.9,2,2,2,1.9,1.9,0.7,1.9,1.9,0.6
0f35f8288ff93d6b4e743ae9d10212ee.csv,2,1.5,1.9,2,1.9,1.6,0.5,0.8,2,2,1.9
0f3705c58e7dfe70fe34c4441cd43acf.csv,2,1.9,2,1.9,1.9,1.9,2,0.7,2,1.9,1.9
0f3d5c8defb288c124e08ccf25369401.csv,2,1.9,2,1.1,2,1.9,1.9,0.8,2,2,1.8
0f480be9000317513967dd2f43df66eb.csv,2,1.5,1.9,2,2,2,2,0.6,1.9,0.7,2
0f4813858f2d5bbf726e6a61e699aac0.csv,1.9,1.9,2,2,2,1.8,0.9,0.6,2,1.9,2
0f4e407b3078b4b6519fa6bace186e87.csv,1.9,1.9,1.9,2,2,1.9,2,0.7,1.9,1.9,1.8
0f4fe94dd3413a52b1ea6a5ed04121bb.csv,1.9,1.9,1.1,2,1.9,1.9,1.9,0.7,1.9,1.9,1.9
0f5c20288dd0f2e3f1b3c4dc9e96f4d8.csv,1.9,1.5,2,1.2,1.9,1.9,1.9,0.6,1.9,2,2
0f647ef34455651a0a31761de6c6c998.csv,1.9,1.5,1.9,1.9,2,1.6,1.9,0.7,2,2,1.8
0f66fb1494d4c7c718a45e356997f78e.csv,1.9,1.9,1.9,2,1.9,2,1.9,0.8,1.9,2,1
0f713a1c2e0542752d065d8f6a52230b.csv,1.9,1.7,2,2,2,1.9,2,0.7,1.9,1.9,2
0f79359dc1ec96479edcee7496d60bc8.csv,2,1.9,2,1.9,1.9,1.9,2,0.7,0.9,2,1.9
0f96686824b5519b64ca24593fbb2873.csv,1.4,1.9,1.8,2,1.9,1.9,1.9,0.8,1.9,1.9,1.8
0f997645d77026d8401ff97b4c4047df.csv,1.9,1.5,2,2,1.9,1.8,1.9,0.8,1.9,2,2
0faf7b4bb3b4461bf3ac4540cfca4b27.csv,1.9,1.5,2,2,2,1.9,2,0.8,1.9,1.9,1.9
0fb6810a32c2bfc2696ab569bdd6c6a8.csv,1.9,1.9,1.4,1.9,1.9,2,1.9,0.5,1.9,1.9,2
0fb69c4ae220459152cce2228af0c203.csv,2,1.9,2,2,0.9,1.9,1.9,0.8,2,2,1.8
0fbb51f78897b6a44d9ba5b0aa0b1f45.csv,2,0.7,1,1,2,1,2,0.8,2,2,2
0fc5a0426cadbba551b36b4f5e7116a4.csv,2,1.9,2,2,0.7,1.9,2,0.5,2,1.9,2
0fccdf4ca30a1178314035c3a3cd124c.csv,1.9,0.6,1.9,2,1.9,1.5,2,0.8,2,2,2
0fcd182f5864d3028f325463fc659072.csv,1.9,1.5,2,2,1.9,2,2,0.7,1.9,1.9,2
