sourceFile,CZ1,CZ2,CZ3,CZ4,CZ5,CZ6,CZ7,CZ8,CZ9,CZ10,CZ11
46e7768590891ef4e433159bef24663a.csv,1.9,1.5,2,2,1.9,1.3,2,0.7,1.9,1.9,2
46ea01a0d0f3391c3ee43085aceda92c.csv,2,1.9,1.9,1.9,1.9,1.2,2,0.6,2,1.9,2
46f8e6f40b6d3bc2fd8288a183b4f8ff.csv,1.9,1.9,1.9,2,2,2,2,0.7,2,2,1.7
4705abf8d45147dc836a266dca9a0a04.csv,2,1.5,1.9,2,1.9,1.6,1.9,0.8,2,2,1
470a22618c6356acc51df0faa2400a52.csv,1,1.9,2,1.9,1.9,1,2,0.9,1.9,1.9,1.9
471167b134408e21fa57203cce656a69.csv,2,1.5,2,1.9,1.5,1.9,1.9,0.6,1.9,2,2
471932fe4283acf612fcf2f526028de4.csv,1.9,1.5,1.9,2,1.9,1.9,2,0.6,1.9,1.9,0.9
4723acdb4ddb04b0fb66170985a4e9ba.csv,1.9,1.5,2,2,2,1.8,1.9,0.6,2,2,0.5
472412b9ab3c060ce5adb7bb052122a5.csv,1.9,1,1.9,1.9,1.9,2,2,0.7,2,1.9,1.9
4725f18211a6fe4f29fabf63dea00519.csv,1.9,2,2,2,1.9,1.8,1.9,0.6,1.9,1.9,2
47274a1bf4c8d21691c4cb8f01fa9b25.csv,1.9,1.8,2,1.9,2,1.9,1.9,0.7,1.9,0.8,1.9
473fd812cea99c275d06d51192d1b72b.csv,1.9,1.9,1.9,1.9,1.9,2,2,0.7,0.9,2,1.9
47522c4031b51992fe28f0fb1d4f81a1.csv,2,1.6,2,1.9,1.9,1.9,2,0.8,2,1.9,1.8
4755f0778ec3210d46a3377dc09249f3.csv,1.9,1.9,1.9,2,1.8,2,2,0.7,1.9,2,1.9
4758a605e873e5ebc61ab8a675d2fb33.csv,1.8,1.5,2,1.9,1.9,2,1.9,0.7,1.9,2,1.9
475a3acff68dcbc962218c73cdf57018.csv,1.9,1.5,2,2,1.9,2,1.9,0.7,2,1.7,1.9
475ac333ce0247b80a19442643e317f9.csv,2,1.5,1.9,2,1.9,1.5,1.9,1.9,2,1.9,2
476017572aaf9d33af2c354f0a9969be.csv,2,1.9,2,2,1.9,1.9,2,0.8,2,0.7,1.8
4764e1600a0d5aa0da8cbc8f3f7a6b4a.csv,1.9,1.5,1.9,1.9,2,1.2,1.9,0.7,2,2,1.8
47693e87a8bc37d6c9b3968ca1ab1ed8.csv,1.9,1.5,2,2,0.5,1.5,2,0.8,2,2,2
4769c64134f7b89676b735344eae508a.csv,1.9,1.5,2,1.9,2,2,1.8,0.6,1.8,1.9,1.5
476a54730fd94366662e0c5b03c4a427.csv,0.7,1.5,2,2,2,1.1,2,1,2,1.9,1.8
476d23cdeeb19cf94b1e80c3933bd0e0.csv,1.5,1.9,1.9,1.9,1.9,2,1.9,0.5,1.9,2,2
476ee6ae415712bdadde14c420bb9079.csv,2,1.5,2,1.9,0.6,1.4,1.9,0.8,2,1.9,2
477440d9ee94baf52a45190687031f03.csv,1.9,1.9,1.2,2,1.9,2,1.9,0.8,2,2,1.7
477e235c7de388ffdd533aed4f070de5.csv,1.9,1.9,1.9,1.9,1.8,1.9,1.9,0.5,1.9,1.9,2
47842e654f5e2651a6b16f2b9a74c258.csv,1.2,1.5,2,2,2,2,1.9,0.7,1.9,1.9,1.9
478d26ca4739d2dfb039b0caba2d6632.csv,1.9,1.5,1.8,2,1.9,1.9,1.9,0.7,2,1.9,2
479348764ba2a3c29940b4517ec3b862.csv,2,1.5,1.9,2,0.8,1.5,1.9,0.7,2,2,1.9
4796a553a30d8319c31bace426ee7382.csv,2,1.9,1.8,2,2,1.8,1.9,0.7,2,2,1.8
479955ebed327eac16314699ecd80491.csv,2,1.9,1.9,2,0.8,2,2,0.7,1.9,2,1.9
479fe48bf13ed68695b0ba1f3cba20bb.csv,1.9,1.9,1.9,1.9,1.9,2,2,0.7,1.7,2,1.9
47a61426500b1bdbf522736ea7bf806a.csv,1.9,1.5,1.7,2,1.9,1.9,1.9,0.7,1.9,1.9,1.9
47b10416cedc158b7a1f87d268476e09.csv,2,1.9,1.5,1.9,1.9,1.9,2,0.6,2,1.9,2
47b1764df92602bf62c7ec52345f55b6.csv,1.9,0.5,2,2,2,1.8,1.9,0.6,2,2,1.9
