sourceFile,CZ1,CZ2,CZ3,CZ4,CZ5,CZ6,CZ7,CZ8,CZ9,CZ10,CZ11
3c7545e44aad5b8543ef04b8413f4307.csv,1.8,1.9,1.9,2,2,1.9,1.9,0.6,1.9,2,1.9
3c756f7c719856ad94fd32cca5b11f13.csv,1.9,1.5,2,1.2,1.9,1.8,1.9,0.7,1.9,2,2
3c7be989aa847c4fba6c26f518e2aabf.csv,2,1.5,1,2,2,1,1.9,0.6,1.9,1.9,2
3c7c34eef7d36d3335910ac4e987bfcc.csv,2,1.8,2,1.9,2,1.8,1.9,0.7,1.9,2,0.6
3c7ec33c96e1b8a9b43c3bd92f93fb70.csv,1.9,1.4,1.5,2,1.9,1.5,2,0.7,2,2,2
3c8c489ae8c6ea85c046715b1bf8a2f8.csv,2,1.9,2,2,1.9,1.9,1.3,0.7,1.9,1.9,1.9
3c95b631d96cc04f0a51238667d04354.csv,1.2,1.9,1.9,2,1.9,1.9,1.9,0.5,2,1.9,2
3c96825b48c0c5285eb4b61dee7231a4.csv,1.9,1.5,2,2,1.9,1.9,2,1.3,2,1.9,1.9
3cb2844fd5bb4845f5d6d50ff3c98fac.csv,2,1.5,1.9,2,1.9,2,2,1.2,2,1.9,1.9
3cb4beffb178a4cebb1e4d4e56092382.csv,2,1.9,1,1,1.9,1,2,0.8,2,0.9,2
3cba29c5d31490e2ef56352d44987813.csv,1.9,1.5,2,1.1,1.9,1.8,1.9,0.7,1.9,2,2
3cbaf5eee49048d8df7f18d0247d85a8.csv,2,1.5,2,1.3,1.9,1.5,2,0.8,2,1.9,2
3cc33047344e3194f0c69b9cf7a6599c.csv,2,1.5,2,1.9,2,2,1.8,0.8,1.8,1.9,1.9
3cc94bf41c164ad0c988d1b3e29f4312.csv,1.9,1.5,2,1.9,1.9,1.5,2,0.6,1.9,1.9,1.9
3ce24e5adab7ede03f4a8881603e0f7d.csv,2,1.5,2,2,1.9,2,1.8,1.9,1.8,2,1.9
3ce8504c5ae6c60372f753b706d80cfb.csv,2,1.5,1,1.9,2,1,2,0.8,2,2,2
3cea9f5a6e4f4076029695ee5e83cdaa.csv,1.9,1.9,1.9,1.9,1.9,2,1.9,1.4,1.9,2,2
3cef58094f841afc1142ca16c2c99ae4.csv,1.9,1.5,1,1.9,1.9,1.9,1.9,0.7,1.9,2,2
